title,platform_name,region_code,amount
LEGO Racers,PS,EU,0.14
NBA 2K12,Wii,EU,0.03
Kinectimals: Now with Bears!,X360,EU,0.06
ESPN NFL Football,XB,EU,0.08
Just Dance 2016,X360,EU,0.1
Worms: Open Warfare 2,DS,EU,0.25
Rapala Pro Fishing,PS2,EU,0.14
Dark Void,PS3,EU,0.12
James Bond 007: Legends,PS3,EU,0.17
WWE '12,Wii,EU,0.09
Disney's The Haunted Mansion,PS2,EU,0.14
Arc the Lad: Twilight of the Spirits,PS2,EU,0.14
U-Sing,Wii,EU,0.32
Chicken Shoot,Wii,EU,0.01
Company of Heroes 2,PC,EU,0.25
Defiance,PS3,EU,0.11
We Sing Deutsche Hits,Wii,EU,0.31
Frogs And Flies,2600,EU,0.02
DanceDanceRevolution,Wii,EU,0.04
Harry Potter and the Chamber of Secrets,XB,EU,0.08
EA Sports MMA,X360,EU,0.1
South Park Rally,PS,EU,0.13
Monopoly,PS3,EU,0.06
Mega Man Zero Collection,DS,EU,0.02
Arctic Thunder,PS2,EU,0.14
G-Force,PSP,EU,0.07
NHL 2K10,PS2,EU,0.14
Football Manager Handheld 2010,PSP,EU,0.26
Formula 1 Championship Edition,PS,EU,0.04
Shrek,XB,EU,0.1
CSI: Deadly Intent - The Hidden Cases,DS,EU,0.16
SOCOM: Tactical Strike,PSP,EU,0.01
Blasto,PS,EU,0.13
Trauma Center: Second Opinion,Wii,EU,0.02
Backyard Baseball 2006,GBA,EU,0.09
Dark Souls III,XOne,EU,0.09
Cabela's Outdoor Adventures (2006),PS2,EU,0.14
Nicktoons: Unite!,GC,EU,0.07
Suikoden V,PS2,EU,0.06
Remember Me,PS3,EU,0.18
Battalion Wars 2,Wii,EU,0.03
Outlaw Golf 2,PS2,EU,0.14
SpongeBob's Boating Bash,Wii,EU,0.07
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,EU,0.2
Mini Ninjas,PS3,EU,0.16
Tekken Tag Tournament 2,X360,EU,0.12
Batman: Rise of Sin Tzu,PS2,EU,0.13
Disney's Tarzan: Return to the Jungle,GBA,EU,0.09
Cabela's Dangerous Hunts,XB,EU,0.08
Terminator Salvation,X360,EU,0.18
Fossil Fighters: Frontier,3DS,EU,0.04
Star Fox: Zero,WiiU,EU,0.1
Mega Man X3,SNES,EU,0.01
Mini Ninjas,DS,EU,0.15
Bloody Roar 3,PS2,EU,0.11
WWE Crush Hour,PS2,EU,0.13
Persona 2: Eternal Punishment,PS,EU,0.02
Star Wars: Flight of the Falcon,GBA,EU,0.09
Pac-Man All-Stars,PS3,EU,0.08
Def Jam Rapstar,Wii,EU,0.02
SimCity Creator,DS,EU,0.03
Hannah Montana: The Movie,Wii,EU,0.18
Angry Birds Star Wars,Wii,EU,0.1
Sniper: Ghost Warrior 2,PS3,EU,0.19
Racquet Sports,PS3,EU,0.17
Harry Potter and the Deathly Hallows - Part 2,Wii,EU,0.14
Supreme Commander 2,X360,EU,0.1
Resident Evil: Dead Aim,PS2,EU,0.13
Need for Speed Carbon,GC,EU,0.07
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,EU,0.09
The Fairly Odd Parents: Shadow Showdown,PS2,EU,0.13
Saban's Power Rangers: Lightspeed Rescue,PS,EU,0.13
Xbox Music Mixer,XB,EU,0.08
WWE All Stars,X360,EU,0.14
The Shoot,PS3,EU,0.16
College Hoops 2K8,PS2,EU,0.13
Guitar Hero: Metallica,PS2,EU,0.13
Guilty Gear X2,PS2,EU,0.07
MotoGP 08,X360,EU,0.2
Yu-Gi-Oh! 5D's Tag Force 5,PSP,EU,0.05
Enemy Territory: Quake Wars,PS3,EU,0.07
Tom Clancy's Rainbow Six: Lockdown,PS2,EU,0.13
The Tale of Despereaux,PS2,EU,0.13
Aggressive Inline,PS2,EU,0.13
Karaoke Revolution,PS2,EU,0.13
NFL Street,GC,EU,0.07
Metal Arms: Glitch in the System,PS2,EU,0.13
Farming Simulator 2015,PS4,EU,0.2
Rally Cross 2,PS,EU,0.13
EverGrace,PS2,EU,0.08
Def Jam Icon,X360,EU,0.01
Lunar 2: Eternal Blue Complete,PS,EU,0.13
Rugrats: Royal Ransom,PS2,EU,0.13
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,EU,0.14
F1 Race Stars,PS3,EU,0.21
Over the Hedge,GC,EU,0.07
Naruto Shippuden: Ultimate Ninja Impact,PSP,EU,0.07
Just Dance 2016,PS4,EU,0.13
Charlie and the Chocolate Factory,PS2,EU,0.13
Pirates of the Caribbean: At World's End,DS,EU,0.01
UEFA Euro 2008 Austria-Switzerland,X360,EU,0.23
Risk / Battleship / Clue,GBA,EU,0.09
LEGO Pirates of the Caribbean: The Video Game,PSP,EU,0.15
The Wild Thornberrys Movie,GBA,EU,0.09
High School Musical 3: Senior Year DANCE!,PS2,EU,0.13
Dynasty Warriors 5 Empires,PS2,EU,0.09
WipEout 3,PS,EU,0.13
Etrian Odyssey,DS,EU,0.03
Conan,PS3,EU,0.15
Classic NES Series: Ice Climber,GBA,EU,0.04
Skylanders: Trap Team,XOne,EU,0.07
F.E.A.R.,X360,EU,0.03
Tenchu Z,X360,EU,0.02
Freeway,2600,EU,0.02
Driver 2 Advance,GBA,EU,0.09
Monster Rancher 4,PS2,EU,0.06
Iron Man 2,DS,EU,0.16
Chicken Riot,Wii,EU,0.16
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,EU,0.13
Harry Potter and the Deathly Hallows - Part 2,X360,EU,0.12
MotorStorm: Arctic Edge,PS2,EU,0.03
The Fairly Odd Parents: Shadow Showdown,GBA,EU,0.09
Marvel Super Heroes,PS,EU,0.13
Super Bust-A-Move,PS2,EU,0.13
Hitman: Contracts,XB,EU,0.07
Thunderstrike: Operation Phoenix,PS2,EU,0.13
Alien's Return,2600,EU,0.02
Frostbite,2600,EU,0.02
LEGO Marvel's Avengers,X360,EU,0.15
Kameo: Elements of Power,X360,EU,0.03
Power Rangers Samurai,Wii,EU,0.03
WWE Day of Reckoning 2,GC,EU,0.07
Dynasty Warriors 6 Empires,PS3,EU,0.03
The Urbz: Sims in the City,XB,EU,0.11
Fantastic Voyage,2600,EU,0.02
The Adventures of Tintin: The Game,Wii,EU,0.17
Bee Movie Game,Wii,EU,0.01
Silent Hill HD Collection,PS3,EU,0.11
Off Road Challenge,N64,EU,0.06
Bank Heist,2600,EU,0.02
Harry Potter and the Half-Blood Prince,PS3,EU,0.13
Tom Clancy's Ghost Recon: Shadow Wars,3DS,EU,0.09
Backstreet Billiards,PS,EU,0.13
MX vs. ATV Untamed,Wii,EU,0.03
Carnival,2600,EU,0.02
Football Manager Handheld 2008,PSP,EU,0.34
Leisure Suit Larry: Magna Cum Laude,PS2,EU,0.13
Harry Potter and the Deathly Hallows - Part 2,PS3,EU,0.15
MVP 06 NCAA Baseball,XB,EU,0.07
Point Blank,PS,EU,0.03
Bookworm,DS,EU,0.01
Rayman Legends,XOne,EU,0.18
Puzzle Quest: Challenge of the Warlords,DS,EU,0.01
Star Ocean: Second Evolution,PSP,EU,0.02
My Baby Boy,DS,EU,0.02
Tiny Tank,PS,EU,0.13
Jonah Lomu Rugby Challenge,X360,EU,0.21
Spy Hunter,XB,EU,0.07
Angry Birds Star Wars,3DS,EU,0.15
NHL 09,PS3,EU,0.02
Zoo Tycoon (2013),XOne,EU,0.13
Herbie: Fully Loaded,GBA,EU,0.09
The Sims 3: Town Life Stuff,PC,EU,0.17
Teenage Mutant Ninja Turtles,GC,EU,0.07
Pony Friends 2,DS,EU,0.1
Disney Sing It: Pop Hits,PS2,EU,0.02
Buzz! The Ultimate Music Quiz,PS3,EU,0.25
Pirates of the Caribbean: At World's End,X360,EU,0.02
Modnation Racers: Road Trip,PSV,EU,0.12
Dynasty Warriors: Gundam 2,PS2,EU,0.03
Power Rangers Samurai,DS,EU,0.04
Fade to Black,PS,EU,0.13
MXRider,PS2,EU,0.13
Avatar: The Last Airbender,DS,EU,0.01
Battlefield: Hardline,X360,EU,0.14
Delta Force: Black Hawk Down,XB,EU,0.07
Night at the Museum: Battle of the Smithsonian,DS,EU,0.18
World Championship Poker 2: Featuring Howard Lederer,PS2,EU,0.13
Operation Flashpoint: Red River,PS3,EU,0.15
Ninja Blade,X360,EU,0.14
Tom Clancy's Ghost Recon Advanced Warfighter,XB,EU,0.11
Transformers: Revenge of the Fallen (DS Versions),DS,EU,0.13
Fracture,X360,EU,0.14
Tokyo Highway Battle,PS,EU,0.04
Pandora's Tower,Wii,EU,0.1
Binary Domain,PS3,EU,0.08
The King of Fighters XIII,X360,EU,0.07
Beyond Good & Evil,PS2,EU,0.13
Banjo-Kazooie: Grunty's Revenge,GBA,EU,0.09
Bomberman World,PS,EU,0.04
The X-Factor,Wii,EU,0.29
Street Fighter Alpha 3 MAX,PSP,EU,0.01
Untold Legends: The Warriors Code,PSP,EU,0.12
Virtua Tennis 2009,X360,EU,0.18
Deathtrap Dungeon,PS,EU,0.13
Iron Man 2,Wii,EU,0.15
Ape Escape Academy,PSP,EU,0.15
The Darkness II,PS3,EU,0.14
SingStar Take That,PS3,EU,0.3
Marvel: Ultimate Alliance 2,Wii,EU,0.05
Ultimate Marvel vs. Capcom 3,PSV,EU,0.09
WWE Wrestlemania XIX,GC,EU,0.07
Planet Puzzle League,DS,EU,0.01
The Sims 2,GC,EU,0.07
Hulk,XB,EU,0.07
Naruto: Rise of a Ninja,X360,EU,0.02
Klonoa 2: Lunatea's Veil,PS2,EU,0.1
Deus Ex: Invisible War,XB,EU,0.07
Resonance of Fate,X360,EU,0.13
Disney's Treasure Planet,PS2,EU,0.13
NASCAR Thunder 2002,XB,EU,0.07
Dead or Alive 5,PS4,EU,0.13
Tak 2: The Staff of Dreams,GC,EU,0.07
Rugby World Cup 2011,PS3,EU,0.25
Medal of Honor: Warfighter,PC,EU,0.15
Kelly Slater's Pro Surfer,PS2,EU,0.13
Shrek SuperSlam,GBA,EU,0.09
Sonic Boom: Rise of Lyric,WiiU,EU,0.09
Legends of Wrestling II,PS2,EU,0.13
Little Deviants,PSV,EU,0.13
Silent Hill: Downpour,X360,EU,0.08
Night at the Museum: Battle of the Smithsonian,Wii,EU,0.13
MLB 09: The Show,PS2,EU,0.13
Deus Ex: Mankind Divided,PS4,EU,0.18
Cool Boarders 2001,PS2,EU,0.13
Classic NES Series: Castlevania,GBA,EU,0.06
Dragon Ball Z: Battle of Z,PS3,EU,0.11
Scooby-Doo! First Frights,PS2,EU,0.03
Fight Night Round 3,XB,EU,0.06
GT Advance Championship Racing,GBA,EU,0.09
Way of the Samurai 2,PS2,EU,0.04
FIFA Street 3,PS3,EU,0.18
BattleTanx,N64,EU,0.06
Battlestations: Pacific,X360,EU,0.12
Pitfall 3D: Beyond the Jungle,PS,EU,0.12
Disgaea 2: Cursed Memories,PS2,EU,0.07
Cabela's Dangerous Hunts 2011,PS3,EU,0.04
DECA Sports Freedom,X360,EU,0.04
Clock Tower 3,PS2,EU,0.08
Phineas and Ferb: Across the 2nd Dimension,PS3,EU,0.12
Call Of Duty 2: Big Red One,GC,EU,0.07
Elebits,Wii,EU,0.01
"Warhammer 40,000: Squad Command",PSP,EU,0.14
F1 2013,X360,EU,0.28
Disgaea: Hour of Darkness,PS2,EU,0.13
NeoGeo Battle Coliseum,PS2,EU,0.13
SSX Blur,Wii,EU,0.01
DiRT 2,PSP,EU,0.16
Vin Diesel: Wheelman,PS3,EU,0.15
SpongeBob SquarePants: Creature from the Krusty Krab,GC,EU,0.07
My Baby: First Steps,DS,EU,0.03
The Black Eyed Peas Experience,X360,EU,0.1
Spy Kids 3-D: Game Over,GBA,EU,0.09
1001 Touch Games,DS,EU,0.17
NCAA GameBreaker 2001,PS,EU,0.12
Power Rangers: Ninja Storm,GBA,EU,0.09
Angry Birds Star Wars,PS3,EU,0.17
Despicable Me: The Game,Wii,EU,0.12
Golden Axe: Beast Rider,X360,EU,0.11
MySims SkyHeroes,DS,EU,0.08
MVP Baseball 2005,GC,EU,0.07
"Carnival Games: Monkey See, Monkey Do!",X360,EU,0.16
Eternal Sonata,X360,EU,0.04
EA Playground,DS,EU,0.01
NBA Live 96,PS,EU,0.11
Clash of the Titans,PS3,EU,0.16
Folklore,PS3,EU,0.05
Dragon Ball Z: Extreme Butoden,3DS,EU,0.03
Sniper Elite 3,XOne,EU,0.11
Teen Titans,GC,EU,0.07
Dead Rising 2: Off the Record,PS3,EU,0.08
Frogger II: Threeedeep!,2600,EU,0.02
LEGO The Lord of the Rings,PSV,EU,0.15
NBA Live 06,GC,EU,0.07
Fireball,2600,EU,0.02
Batman: Arkham Origins,WiiU,EU,0.09
Dr. Mario / Puzzle League,GBA,EU,0.04
Bleach: Shattered Blade,Wii,EU,0.01
Major League Baseball 2K6,XB,EU,0.07
Pinball Hall of Fame: The Gottlieb Collection,PS2,EU,0.12
God of War Collection,PSV,EU,0.1
Dead Space 2,PC,EU,0.15
Def Jam Rapstar,PS3,EU,0.05
Overlord II,X360,EU,0.14
J Stars Victory Vs.,PS3,EU,0.06
The Witcher: Enhanced Edition,PC,EU,0.01
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,EU,0.09
Nicktoons: Movin',PS2,EU,0.12
Batman: Arkham Origins,PC,EU,0.16
SWAT: Global Strike Team,PS2,EU,0.12
Championship Bass,PS,EU,0.12
Resident Evil: Revelations 2,PS3,EU,0.08
Test Drive Unlimited,X360,EU,0.04
Golden Axe: Beast Rider,PS3,EU,0.14
Bratz: Girlz Really Rock,DS,EU,0.11
Dead or Alive 5,X360,EU,0.08
Shin Megami Tensei: Devil Survivor 2,DS,EU,0.01
NHL Breakaway 98,N64,EU,0.02
LEGO Marvel's Avengers,XOne,EU,0.11
Tekken 6,PSP,EU,0.04
Kinetica,PS2,EU,0.12
Beautiful Katamari,X360,EU,0.02
Bust-A-Move '99,PS,EU,0.12
NBA Street V3,XB,EU,0.03
Overlord II,PS3,EU,0.15
Army of Two: The 40th Day,PSP,EU,0.13
Ben 10 Ultimate Alien: Cosmic Destruction,DS,EU,0.08
Batman: Arkham Asylum,PC,EU,0.27
Crash of the Titans,X360,EU,0.02
The Legend of Spyro: Dawn of the Dragon,X360,EU,0.13
Prey,X360,EU,0.03
OverBlood,PS,EU,0.04
ESPN X-Games Pro Boarder,PS,EU,0.12
Murdered: Soul Suspect,PS4,EU,0.16
Tony Hawk's American Wasteland,X360,EU,0.02
Harvest Moon: Back to Nature,PS,EU,0.07
Sniper Elite 3,X360,EU,0.14
The Settlers 7: Paths to a Kingdom,PC,EU,0.26
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,EU,0.12
TrackMania Turbo,PS4,EU,0.24
The Biggest Loser,DS,EU,0.11
Darkwatch,PS2,EU,0.12
SimAnimals,Wii,EU,0.14
Prince of Persia: The Sands of Time,GC,EU,0.06
Sky Odyssey,PS2,EU,0.12
Nagano Winter Olympics 98,N64,EU,0.04
Rayman 2: The Great Escape,PS,EU,0.12
DiRT Rally,PS4,EU,0.24
Fortress,GBA,EU,0.08
FIFA 2001 Major League Soccer,PS,EU,0.12
Peppa Pig: Theme Park Fun,DS,EU,0.28
Rally Cross,PS,EU,0.12
My Horse & Me,Wii,EU,0.02
Frogger's Adventures: The Rescue,PS2,EU,0.12
Extreme Pinball,PS,EU,0.12
Shaun White Snowboarding,PSP,EU,0.03
Karaoke Revolution Volume 3,PS2,EU,0.12
Gold's Gym: Cardio Workout (Others sales),Wii,EU,0.3
Ultimate Fighting Championship: Throwdown,PS2,EU,0.12
SpongeBob SquarePants: Double Pack,GBA,EU,0.08
Harry Potter and the Half-Blood Prince,X360,EU,0.12
Disney's Extreme Skate Adventure,PS2,EU,0.12
Rock Band Country Track Pack,PS2,EU,0.12
7 Wonders II,DS,EU,0.15
"Ed, Edd n Eddy: Jawbreakers!",GBA,EU,0.08
Frankenstein's Monster,2600,EU,0.02
Riven: The Sequel to Myst,PS,EU,0.12
Mirror's Edge Catalyst,PS4,EU,0.14
Manhunt 2,PSP,EU,0.18
NBA 2K3,XB,EU,0.07
Monster Lab,Wii,EU,0.02
Sega Smash Pack,GBA,EU,0.08
NFL Fever 2004,XB,EU,0.07
Madden NFL 2002,GBA,EU,0.08
Clive Barker's Jericho,X360,EU,0.01
Kingdom Under Fire: The Crusaders,XB,EU,0.07
4x4 Evolution,PS2,EU,0.12
Cabela's Dangerous Hunts 2011,X360,EU,0.01
Power Rangers: Time Force,PS,EU,0.12
Romance of the Three Kingdoms VII,PS2,EU,0.06
Shrek the Third,PSP,EU,0.15
Catherine,X360,EU,0.06
BlazBlue: Continuum Shift,X360,EU,0.04
"Monsters, Inc.",PS2,EU,0.12
DJ Hero,PS2,EU,0.02
WipEout Pulse,PSP,EU,0.12
Just Dance 2016,XOne,EU,0.04
Resident Evil Archives: Resident Evil,Wii,EU,0.04
Shenmue II,XB,EU,0.08
Heart of Darkness,PS,EU,0.12
LEGO Marvel's Avengers,PS3,EU,0.17
Fable III,PC,EU,0.17
Dragon Ball: XenoVerse,XOne,EU,0.11
Might & Magic Heroes VI,PC,EU,0.14
Fuel,X360,EU,0.19
ExerBeat,Wii,EU,0.18
WarCraft II: The Dark Saga,PS,EU,0.12
Crash Nitro Kart,XB,EU,0.07
NBA ShootOut,PS,EU,0.12
Phineas and Ferb Ride Again,DS,EU,0.04
Madden NFL 2004,GBA,EU,0.08
Sniper Elite 3,PS3,EU,0.15
Bust-A-Move Universe,3DS,EU,0.15
Sesame Street: Elmo's Letter Adventure,PS,EU,0.12
The Incredible Hulk,Wii,EU,0.01
Namco Museum: Virtual Arcade,X360,EU,0.01
NBA Inside Drive 2003,XB,EU,0.07
FIFA Street,PS2,EU,0.12
Barbie as The Island Princess,DS,EU,0.01
Star Wars Episode III: Revenge of the Sith,DS,EU,0.03
Hatsune Miku: Project Mirai DX,3DS,EU,0.04
Shrek: Forever After,DS,EU,0.1
Homefront: The Revolution,PS4,EU,0.19
Jampack: Summer 2003 (RP-M),PS2,EU,0.12
Alone in the Dark: One-Eyed Jack's Revenge,PS,EU,0.12
Yu-Gi-Oh! The Dawn of Destiny,XB,EU,0.07
The Matrix: Path of Neo,XB,EU,0.07
Mortal Kombat: Shaolin Monks,XB,EU,0.07
Happy Feet,DS,EU,0.01
Einhänder,PS,EU,0.07
Tiny Toon Adventures: The Great Beanstalk,PS,EU,0.12
Metro: Last Light,XOne,EU,0.13
Dark Void,X360,EU,0.09
Pro Evolution Soccer 2013,X360,EU,0.2
Armored Core: Silent Line,PS2,EU,0.06
KISS Pinball,PS,EU,0.12
Brothers In Arms: Earned in Blood,XB,EU,0.07
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,EU,0.08
Mega Man Maverick Hunter X,PSP,EU,0.01
Lord of Arcana,PSP,EU,0.04
Goemon's Great Adventure,N64,EU,0.02
Hot Wheels Turbo Racing,N64,EU,0.06
Vigilante 8,N64,EU,0.06
Bass Hunter 64,N64,EU,0.06
Football Manager 2016,PC,EU,0.29
TRON: Evolution,X360,EU,0.05
Disney Infinity 3.0,XOne,EU,0.1
MySims SkyHeroes,Wii,EU,0.1
Harvest Moon: Magical Melody,Wii,EU,0.04
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,EU,0.02
Mega Man Battle Network 2,GBA,EU,0.08
Little King's Story,Wii,EU,0.11
Mountain King,2600,EU,0.02
Jampack Volume 12,PS2,EU,0.12
Madagascar,DS,EU,0.04
Shaun White Snowboarding,PS2,EU,0.12
Rapala Pro Bass Fishing 2010,Wii,EU,0.05
Demolition Racer,PS,EU,0.12
Midway Arcade Treasures 2,XB,EU,0.05
Kingdoms of Amalur: Reckoning,PC,EU,0.13
NASCAR Thunder 2003,GC,EU,0.06
Sorcery,PS3,EU,0.12
TouchMaster: Connect,DS,EU,0.17
NHL FaceOff 2000,PS,EU,0.12
Star Wars Racer Revenge,PS2,EU,0.12
The King of Fighters XIII,PS3,EU,0.07
NCAA Final Four 2002,PS2,EU,0.12
South Park: Chef's Luv Shack,PS,EU,0.12
Music Maker,PS2,EU,0.12
Astroblast,2600,EU,0.02
Blade II,PS2,EU,0.12
40 Winks,PS,EU,0.12
The Legend of Heroes: Trails of Cold Steel,PSV,EU,0.05
Fate/Extra,PSP,EU,0.01
Shaun White Snowboarding: World Stage,Wii,EU,0.04
Skylanders SWAP Force,XOne,EU,0.06
A Collection of Classic Games from the Intellivision,PS,EU,0.12
Monsters vs. Aliens,PS3,EU,0.06
Silent Hill: Shattered Memories,PSP,EU,0.13
Bruce Lee: Quest of the Dragon,XB,EU,0.07
Spin Jam,PS,EU,0.12
Disney's The Emperor's New Groove,PS,EU,0.12
Disney's Stitch: Experiment 626,PS2,EU,0.12
Orphen: Scion of Sorcery,PS2,EU,0.12
LEGO Legends of Chima: Laval's Journey,3DS,EU,0.1
Imagine: Family Doctor,DS,EU,0.01
Magna Carta 2,X360,EU,0.08
Ultimate Spider-Man,GBA,EU,0.08
Midtown Madness 3,XB,EU,0.07
Shrek Swamp Kart Speedway,GBA,EU,0.08
One Piece: Unlimited World Red,PS3,EU,0.12
Alien: Isolation,X360,EU,0.13
Ehrgeiz,PS,EU,0.12
Karaoke Revolution Glee: Volume 3,Wii,EU,0.04
Spyro: Attack of the Rhynocs,GBA,EU,0.08
"Army Men World War: Land, Sea, Air",PS,EU,0.12
Stranglehold,PS3,EU,0.03
Trauma Center: New Blood,Wii,EU,0.04
Lumines ll,PSP,EU,0.12
1701 A.D.,PC,EU,0.25
Jumping Flash!,PS,EU,0.03
Karaoke Revolution Party,PS2,EU,0.12
Batman: The Brave and the Bold the Videogame,DS,EU,0.04
Burnout,GC,EU,0.06
Lizzie McGuire 3: Homecoming Havoc,GBA,EU,0.08
Chaos Legion,PS2,EU,0.12
PowerUp Heroes,X360,EU,0.1
Shrek: Forever After,Wii,EU,0.09
Charlie and the Chocolate Factory,GBA,EU,0.08
Neopets: The Darkest Faerie,PS2,EU,0.12
Cart World Series,PS,EU,0.11
Invizimals: Shadow Zone,PSP,EU,0.16
24: The Game,PS2,EU,0.12
Spider-Man 3,PSP,EU,0.23
Squinkies,DS,EU,0.02
Zoo Tycoon 2 DS,DS,EU,0.03
The Sims 2,PC,EU,0.24
Tom Clancy's Splinter Cell 3D,3DS,EU,0.07
DmC: Devil May Cry,PS4,EU,0.13
Dynasty Warriors 6,X360,EU,0.06
Wacky Races: Crash & Dash,Wii,EU,0.01
Dynasty Warriors 8: Xtreme Legends,PS4,EU,0.11
Toukiden Kiwami,PSV,EU,0.05
Sengoku Basara: Samurai Heroes,Wii,EU,0.02
Romance of the Three Kingdoms VIII,PS2,EU,0.04
Tropico 5,PS4,EU,0.16
Hard Hitter Tennis,PS2,EU,0.11
Monster Truck Madness 64,N64,EU,0.06
Quake II,N64,EU,0.06
Crazy Taxi: Catch a Ride,GBA,EU,0.08
MySims Party,DS,EU,0.12
Harry Potter and the Order of the Phoenix,X360,EU,0.04
Skylanders: SuperChargers,PS4,EU,0.08
Rayman 2: Revolution,PS2,EU,0.11
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,EU,0.08
N3: Ninety-Nine Nights,X360,EU,0.03
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,EU,0.03
Army Men: Air Attack 2,PS,EU,0.11
Need for Speed: Most Wanted,PC,EU,0.23
Pride FC: Fighting Championships,PS2,EU,0.11
Eternal Ring,PS2,EU,0.07
John Deere: Harvest in the Heartland,DS,EU,0.04
Rabbids: Alive & Kicking,X360,EU,0.12
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,EU,0.02
Star Gladiator Episode: I Final Crusade,PS,EU,0.05
Spider-Man: Friend or Foe,X360,EU,0.02
FIFA 15,PC,EU,0.27
We Sing Pop!,Wii,EU,0.19
Showdown: Legends of Wrestling,PS2,EU,0.11
Reel Fishing: Angler's Dream,Wii,EU,0.01
Call of Duty: Modern Warfare 3: Defiance,DS,EU,0.07
SimCity 4,PC,EU,0.24
Star Ocean 5: Integrity and Faithlessness,PS4,EU,0.07
Call of Juarez: The Cartel,PS3,EU,0.13
Full Spectrum Warrior,PS2,EU,0.11
James Bond 007: Legends,X360,EU,0.14
The Sims 2: Pets,PS2,EU,0.01
The Suite Life of Zack & Cody: Circle of Spies,DS,EU,0.09
Wanted: Weapons of Fate,PS3,EU,0.1
Finding Nemo: The Continuing Adventures,GBA,EU,0.08
Spirit: Stallion of the Cimarron,GBA,EU,0.08
Dreamworks Madagascar Kartz,PS3,EU,0.07
Future Cop L.A.P.D.,PS,EU,0.11
Guitar Hero: Van Halen,X360,EU,0.1
Shark Tale,GC,EU,0.06
MLB SlugFest Loaded,PS2,EU,0.11
Teenage Mutant Ninja Turtles,XB,EU,0.06
Trace Memory,DS,EU,0.01
FIFA Street 3,X360,EU,0.14
Mah Jong Quest: Expeditions,DS,EU,0.26
Batman: The Brave and the Bold the Videogame,Wii,EU,0.06
Dragon Ball Z: Budokai Tenkaichi 2,Wii,EU,0.03
AMF Bowling 2004,XB,EU,0.06
Thief (2014),X360,EU,0.13
Scooby-Doo! Night of 100 Frights,GC,EU,0.06
RealSports Boxing,2600,EU,0.02
Grandia II,PS2,EU,0.11
Syphon Filter: Dark Mirror,PSP,EU,0.01
Front Mission Evolved,PS3,EU,0.07
Tom and Jerry Tales,DS,EU,0.06
Mini Ninjas,X360,EU,0.14
NieR,X360,EU,0.1
The BIGS 2,Wii,EU,0.01
X-Men Legends II: Rise of Apocalypse,PSP,EU,0.01
Junior Brain Trainer 2,DS,EU,0.21
The Chronicles of Riddick: Assault on Dark Athena,X360,EU,0.1
Need for Speed Underground,GBA,EU,0.08
The Godfather: Dons Edition,PS3,EU,0.02
Soul Sacrifice Delta,PSV,EU,0.12
Assassin's Creed IV: Black Flag,WiiU,EU,0.09
Outlaw Golf,XB,EU,0.06
The Amazing Spider-Man 2 (2014),PS3,EU,0.16
Dynasty Warriors: Strikeforce,PS3,EU,0.08
Fisherman's Bait 2: Big Ol' Bass,PS,EU,0.11
Lupin the 3rd: Treasure of the Sorcerer King,PS2,EU,0.02
Up,X360,EU,0.07
Prince of Persia: Rival Swords,Wii,EU,0.03
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,EU,0.1
Ben 10 Alien Force: Vilgax Attacks,PS2,EU,0.03
Majin and the Forsaken Kingdom,PS3,EU,0.14
NBA Street V3,GC,EU,0.06
WinBack: Covert Operations,PS2,EU,0.11
Punch-Out!!,Wii,EU,0.22
FlatOut: Head On,PSP,EU,0.11
Kagero: Deception II,PS,EU,0.02
The Bureau: XCOM Declassified,PS3,EU,0.16
Guitar Hero: Van Halen,Wii,EU,0.12
Jeopardy! 2nd Edition,PS,EU,0.11
Ratchet & Clank: Size Matters,PS2,EU,0.1
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,EU,0.1
Atelier Iris 3: Grand Phantasm (US Sales),PS2,EU,0.11
Def Jam Rapstar,X360,EU,0.03
Need for Speed: The Run,Wii,EU,0.13
Starhawk,PS3,EU,0.05
Dolphin,2600,EU,0.02
Area 51,XB,EU,0.06
The Smurfs: Dance Party,Wii,EU,0.04
Disney Channel: All Star Party,Wii,EU,0.08
Ace Combat: Joint Assault,PSP,EU,0.05
Medieval Moves: Deadmund's Quest,PS3,EU,0.12
Angry Birds Star Wars,X360,EU,0.11
Mega Man X8,PS2,EU,0.11
CSI: Deadly Intent,Wii,EU,0.13
Ford Mustang: The Legend Lives,PS2,EU,0.11
Ys: Memories of Celceta,PSV,EU,0.01
FIFA Soccer 13,3DS,EU,0.2
Fast Food,2600,EU,0.02
Viz,N64,EU,0.06
Top Gear Overdrive,N64,EU,0.06
Xena: Warrior Princess - The Talisman of Fate,N64,EU,0.06
Jeremy McGrath Supercross 2000,N64,EU,0.06
