game_title,score,source
Minna no DS Seminar: Kanpeki Kanji Ryoku,6.0,Mcdonald-Vang
Innocent Life: A Futuristic Harvest Moon,5.4,"Russell, Reynolds and Davis"
Macross Ace Frontier,9.9,Gates-Valenzuela
Black & Bruised,7.1,Summers Inc
Sherlock Holmes vs. Jack the Ripper,6.0,Webster-Randall
.hack//G.U. Vol.2//Reminisce (jp sales),9.9,King-Dawson
Scripps Spelling Bee,8.7,Cruz-Johnson
Ener-G Horse Riders,5.1,Bond Group
Time Hollow,6.1,"Sandoval, Orozco and Campbell"
Rudolph the Red-Nosed Reindeer,8.6,"Freeman, Fuller and Dunn"
Shinobido 2: Tales of the Ninja,8.1,Jones-Cole
SpongeBob's Truth or Square,8.6,"Carey, Jordan and Scott"
Ghost in the Shell: Stand Alone Complex,5.5,"Peterson, Franco and Hansen"
Rondo of Swords (US sales),6.4,Vasquez-Smith
Battle Soccer: Field no Hasha,9.5,Lee-Ryan
Vegas Party,6.2,"Parker, Black and Patterson"
Amped 3,6.4,Morris-Cervantes
Family Party: 30 Great Games Outdoor Fun,6.1,Sutton-Kelley
FlatOut 2,9.5,"Thompson, Wright and Harris"
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,9.8,Long Group
FIFA Soccer 96,9.9,"West, Marshall and Brewer"
Burger Island,6.5,"Alexander, Ellis and Ramirez"
Just Dance: Disney Party,8.8,Combs LLC
J-League Jikkyou Winning Eleven 2000,6.7,"Rojas, Reed and Jones"
Eve: The Lost One,8.3,Black Ltd
Chessmaster: The Art of Learning,6.4,"Jones, Gonzalez and Greer"
Yu-Gi-Oh! 5D's: Duel Transer,6.5,Wheeler and Sons
Konami Krazy Racers,8.8,Meza Ltd
Saturday Night Slam Masters,8.8,Thompson PLC
Blitz: The League II,8.7,"Mccann, Miller and Smith"
F-Zero: GP Legend,9.5,"Medina, Crawford and Robertson"
Racing Lagoon,6.9,Curry Ltd
Victorious: Hollywood Arts Debut,7.9,Smith Ltd
Mr. Driller 2,10.0,Pope-Jones
Just Sing!,8.2,Castillo-Johnson
Dragon's Lair Trilogy,6.5,"Allen, Cohen and Frank"
Trivial Pursuit: Bet You Know It,6.9,"Castro, Henry and Powell"
Imagine: Ice Champions,5.9,Fuller and Sons
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,6.0,Hoover and Sons
Nicktoons: MLB,7.1,Thomas Group
Left Brain Right Brain: Use Both Hands Train Both Sides,6.0,Gray PLC
Power Rangers Double Pack,8.9,"Davis, Whitney and Flores"
Mugen Souls,6.0,"Horton, Estes and Blanchard"
Yakuza Kiwami,8.8,Nguyen and Sons
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,6.6,Cruz-Santiago
"BCFX: The Black College Football Xperience, The Doug Williams Edition",7.4,Brown-Moore
FIFA Soccer 97,7.3,Williams-Eaton
Psychic Force,7.1,Jones PLC
Trigger Man,9.9,Yates-Thomas
Bomberman Land Touch! 2,8.3,Acevedo-Carter
The Godfather: Blackhand Edition,8.6,Shepherd-Hall
StarBlade α,7.4,King-Garza
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,9.2,Perry-Alvarado
Monster House,7.7,Gonzalez-Anderson
Backyard Sports: Sandlot Sluggers,9.0,"Rojas, Reed and Villa"
Arcade Zone,6.6,Moore-Todd
7th Dragon III Code: VFD,5.8,Brown Group
Culdcept,5.1,Anderson and Sons
Halo Triple Pack,7.7,"Henry, Valenzuela and Tran"
Street Racer,6.5,Brown LLC
Arcana Heart,5.4,"Castillo, Calderon and Fernandez"
Infected,9.7,"Brown, Sandoval and Moran"
Battlestar Galactica,9.2,Luna Group
Kingdom Hearts: Birth by Sleep - Final Mix,6.3,"Peterson, Fletcher and Braun"
Bust-A-Move Bash!,6.9,"Ayala, Porter and Keller"
Block Party,8.0,Estrada Group
Toriko: Gourmet Monsters!,8.2,"Ferguson, Morrison and Townsend"
The Incredible Hulk: The Pantheon Saga,7.6,Lopez and Sons
Megamind: Ultimate Showdown,7.6,Hill LLC
The Idolm@ster 2,5.6,Mendoza PLC
Space Camp,9.5,Butler Ltd
Imagine: Music Fest,8.8,Martin LLC
Senran Kagura: Sh?jo-tachi no Shinei,7.7,"Williams, Allen and Wise"
Jurassic Park: The Game,5.2,"Brown, Ellison and George"
He-Man: Power of Grayskull,8.3,Ross Inc
WordJong,6.5,Campbell-Doyle
Putty Squad,7.2,Donovan-Yang
Polaris SnoCross,7.4,Brown Group
Wing Commander III: Heart of the Tiger,8.1,Molina-Love
Muppet RaceMania,7.0,Stanley and Sons
Namco Museum Vol.5,9.4,Robinson PLC
Courier Crisis,6.6,"Harris, Aguirre and Taylor"
Bleach: Dark Souls,5.5,"Davis, Rojas and Morse"
The Oregon Trail,9.9,Rhodes-York
Digimon Battle Spirit 2,8.2,Wood LLC
Winning Post 3,6.9,"Myers, Ruiz and Smith"
FIFA 06: Road to FIFA World Cup,6.0,Wright-Peterson
Driven,5.6,Jones and Sons
"Warhammer 40,000: Fire Warrior",7.6,Flores LLC
James Noir's Hollywood Crimes,8.9,Garcia Inc
MTV Music Generator 2,9.2,Atkinson LLC
The Quest Trio,7.6,Gibbs-Nelson
Space Invaders Extreme,6.7,Weaver LLC
Paris-Dakar Rally,6.9,Mendez-Gonzalez
Dragon Ball Z: Harukanaru Densetsu (JP sales),6.4,Todd and Sons
Atelier Iris: Eternal Mana,6.9,Martin-Cook
Blinx 2: Masters of Time & Space,5.8,Jones Group
Deponia,8.0,Livingston-Odom
Harvest Moon: The Lost Valley,5.5,Perez Group
Knockout Kings 2003,7.7,Hill LLC
Jewel Quest Solitaire,6.8,"Williams, Lee and Fernandez"
Digimon World 4,6.4,Montgomery and Sons
Disney's Story Studio: Disney's Mulan,7.7,Cardenas-Mitchell
Klax,5.3,Campbell Inc
Pressure Cooker,7.5,Campbell LLC
Saturn Bomberman,8.2,Pruitt Ltd
Home Run,5.1,"Jenkins, Walker and Bryan"
Jikkyou Powerful Pro Yakyuu Portable,7.6,Salas Group
Sonny with a Chance,9.4,"Jones, Coleman and Aguirre"
Farm Frenzy: Animal Country,9.4,"Hill, Pena and Brown"
Kingdom Under Fire: Heroes,6.6,Mays-Davidson
Cartoon Network Collection: Game Boy Advance Video Special Edition,9.8,Alvarado-Martin
Naruto Shippuden: Legends: Akatsuki Rising,6.9,"Lloyd, Frederick and Mccarthy"
Streak: Hoverboard Racing,9.6,Johnson Inc
Samurai Warriors: Katana,5.7,"Mccarty, Lewis and Avila"
Project Sylpheed: Arc of Deception,5.7,Martin Inc
Enthusia Professional Racing,7.0,Evans-Melendez
Get On Da Mic,9.1,King PLC
Heroes of Mana,6.1,"Jones, Cole and Lopez"
Army Men: Sarge's War,6.4,Hamilton-Sullivan
Horse Life Adventures,7.8,Jackson-Banks
Amagami,5.1,"Small, Jordan and Ortiz"
Jikkyou Powerful Pro Yakyuu 2009,8.3,Mcclure Ltd
Blazing Angels 2: Secret Missions of WWII,9.4,Maldonado PLC
Kidou Senkan Nadesico,6.4,Wells-Rivera
Tears to Tiara II: Heir of the Overlord,6.7,Allen PLC
The Secret Saturdays: Beasts of the 5th Sun,7.5,Jones and Sons
Countdown: The Game,5.7,Acevedo Inc
Active Life Explorer,7.5,"Winters, Edwards and Savage"
MLB Power Pros 2008,9.2,"Johnson, Edwards and Wolfe"
The Fairly Odd Parents: Clash with the Anti-World,5.9,"Aguirre, Ayers and Dawson"
Theatrhythm Dragon Quest,9.9,Daniels Ltd
Naruto: Powerful Shippuden,7.1,"Avery, Brock and Palmer"
Disney's The Lion King: Simba's Mighty Adventure,9.3,"Stone, Fletcher and Quinn"
Family Party: Fitness Fun,6.8,Lewis PLC
Metal Slug Anthology,5.1,Bryan Group
All Japan Pro Wrestling featuring Virtua,6.5,King Ltd
Rudra no Hihou,9.3,"Lee, Jimenez and Aguilar"
Gundam Breaker 2,5.1,Gonzalez and Sons
Cake Mania: In The Mix!,9.6,Ward-Hansen
Zoids: Battle Legends,8.0,"Davis, Curtis and Clark"
Serious Sam,9.3,Smith-Montgomery
Kowloon's Gate,7.6,Wagner and Sons
Killer7,5.7,Floyd Group
Kingdom of Paradise,6.5,"Kramer, Mccullough and Davis"
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,7.3,"Bauer, Perez and Jackson"
The Sims Medieval: Pirates and Nobles,8.9,Edwards-Spence
Super Monkey Ball Adventure,9.8,King-Simpson
Kids Learn Math: A+ Edition,8.4,Williamson-Galloway
Build-A-Bear Workshop: Welcome to Hugsville,9.0,Perkins-Jackson
Final Fantasy XI: Vana'diel Collection 2008,7.2,"Vargas, Murphy and Schmidt"
Suzumiya Haruhi no Yakusoku,9.1,"Wright, Perez and Collier"
Shadow Ops: Red Mercury,9.6,"Gilmore, Hansen and Jones"
Indigo Prophecy,8.1,"Cox, Bates and Shepherd"
Mind Zero,6.0,Nelson-Cooper
World League Soccer,7.8,Garcia LLC
Ultimate Board Game Collection,8.7,Smith-Torres
Samurai Shodown Anthology,9.7,Soto-Salas
Musashi: Samurai Legend,8.0,Swanson and Sons
Saint Seiya: Soldiers' Soul,8.4,Hanson-Garcia
Castlevania: Lords of Shadow - Mirror of Fate,7.7,Page-Young
Fantasia: Music Evolved,6.3,Mahoney Group
Pokémon: Johto Photo Finish: Game Boy Advance Video,6.5,Figueroa Ltd
F1 2001,6.9,"Lloyd, White and Mccormick"
The Legend of Heroes: Trails of Cold Steel II,7.1,Miller Group
J-League Victory Goal,7.7,Wade-Flores
Oreshika: Tainted Bloodlines,5.5,Branch-Rodriguez
White Knight Chronicles: Origins,5.2,Montgomery Group
Return to PopoloCrois: A Story of Seasons Fairytale,6.9,"Gallagher, Reynolds and Smith"
Spongebob Squarepants / Fairly Odd Parents Double Pack,7.5,Burke Ltd
History Civil War: Secret Missions,9.7,Casey-Rodriguez
Derby Stallion 64,7.4,Bennett-Mendez
Doraemon 3: Nobi Dai no Machi SOS!,6.9,Walker Ltd
Space Station Silicon Valley,7.2,"Martinez, Johnson and Castillo"
Dark Rift,6.1,"Barber, Lyons and Velez"
Tokyo Xanadu,9.1,"Lewis, Dougherty and Cervantes"
Petz: Dogz Talent Show,8.8,Baker Ltd
T'ai Fu: Wrath of the Tiger,7.3,Brown and Sons
Sam & Max: Season One,9.0,Parks and Sons
Candace Kane's Candy Factory,8.4,Green-Allen
Pro Yaky? Spirits 6,9.6,Hood-Miller
Star Trek: Voyager Elite Force,8.7,Brown and Sons
Brain Boost: Gamma Wave,6.9,James-Tucker
Rock Band: Metal Track Pack,5.2,"Butler, Butler and Chaney"
Chessmaster II,5.2,Burke-Ewing
Winning Post 4,6.0,Larson PLC
DreamWorks Super Star Kartz,7.3,"Evans, Richardson and Bailey"
Pro Baseball Spirits 2015,6.1,Anderson-Norris
187: Ride or Die,9.6,Anderson Inc
Strawberry Shortcake: Game Boy Advance Video Volume 1,7.5,"Ferguson, Rios and Pena"
Geist,9.4,Sims and Sons
eJay Clubworld,7.8,Williams-Perez
Cardinal Syn,5.2,Roberts Group
Charm Girls Club: Pajama Party,5.4,Clark Ltd
The Wizard of Oz: Beyond The Yellow Brick Road,10.0,Lucas-Harmon
Mobile Suit Gundam Side Story III: Sabakareshi Mono,7.3,"Lin, Robinson and Moody"
Ridge Racer DS,8.3,Miller-Garza
Nancy Drew: The White Wolf of Icicle Creek,5.9,Boyd Inc
Metal Gear Solid: Peace Walker HD Edition,9.2,"Anderson, Morgan and Krause"
Battle Stadium D.O.N,8.1,"Taylor, Garcia and Benson"
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,5.9,Benton-Thompson
Brain Boost: Beta Wave,7.1,Martinez PLC
Power Pro Kun Pocket 9,7.3,"Chambers, Jones and Page"
Rubik's World,5.7,Knight Group
Gallop & Ride!,7.7,Davis Inc
Fugitive Hunter: War on Terror,5.7,Caldwell-Scott
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,7.8,Gilbert-Williams
Baseball Blast!,9.8,Wiggins LLC
Harvest Moon: Hero of Leaf Valley,5.4,Turner-Vazquez
Kung-Fu: High Impact,5.1,Jones-Kelly
Darkstalkers Chronicle: The Chaos Tower,8.7,"James, Erickson and Smith"
Toy Story Racer,9.5,Hill-Cummings
Disney's Donald Duck: Goin' Quackers,9.2,Anderson Inc
Mobile Suit Gundam: Perfect One Year War,9.9,Fitzgerald-Thomas
Galerians,5.4,"Rodriguez, Glover and Zimmerman"
DrumMania,8.3,Solomon-Garcia
Yu-Gi-Oh! Nightmare Troubadour (US sales),8.8,"Murray, Miles and Hayes"
Code:Realize - Sousei no Himegimi,7.1,"Hernandez, Diaz and Harris"
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,7.4,Paul and Sons
Tamagotchi no Narikiri Channel,9.3,"Mckinney, Brewer and Roth"
Power Pro Kun Pocket 1+2,7.1,Rodriguez-Scott
Medal of Honor: Infiltrator,7.1,Weaver-Rivera
Blazing Dragons,9.2,"Christian, Mclaughlin and Evans"
Geometry Wars: Galaxies,8.3,Johnson Group
Shin Chan: ¡Aventuras de Cine!,8.4,Hansen-Robertson
High Velocity Bowling,8.9,Williams-Robinson
Tamagotchi Collection,7.2,"Cross, Johnson and Maddox"
Pac-Man Party 3D,8.4,Berg LLC
"NewU Fitness First Mind Body, Yoga & Pilates Workout",6.6,Gallagher Ltd
Turbo Prop Racing,6.8,Schmidt Group
Barbie Superpack: Secret Agent / Groovy Games,8.3,Cook-Williams
Dance Dance Revolution (North America),5.5,"Robles, Scott and Owens"
Mad Dash Racing,7.2,"Ramsey, Montgomery and Shaffer"
Dreamworks 2-in-1 Party Pack,6.6,Benjamin-Pope
Summon Night 5,7.1,Barber and Sons
MotoGP 2: Ultimate Racing Technology,7.3,"Malone, Smith and Horton"
Black * Rock Shooter: The Game,8.1,Rodriguez-Austin
Travel Games For Dummies,9.4,"Coffey, Robbins and Mann"
BMX XXX,7.6,Manning PLC
SafeCracker: The Ultimate Puzzle Adventure,5.3,Rice Ltd
Sonic Advance & Sonic Pinball Party Combo Pack,7.6,Wilson PLC
Boktai: The Sun is in Your Hand,9.2,Owens LLC
Making History: The Great War,6.9,Smith LLC
Drawn to Life Collection,9.7,Elliott Group
Guilty Gear X2 #Reload,8.6,"Martinez, Wilson and Peterson"
Wizardry VII: Gadeia no Houshu,8.5,Chambers Ltd
Moshi Monsters: Katsuma Unleashed,8.7,"Moss, Martinez and Hudson"
Elf: The Movie,7.6,Jordan Ltd
Metal Slug 7,7.2,Berg Inc
Tamagotchi no Appare! Niji Venture,5.9,"Nelson, Smith and Kennedy"
Grabbed by the Ghoulies,7.6,"Mcdonald, Medina and Nguyen"
Ys: The Oath in Felghana,6.9,"Anderson, Maldonado and Davila"
Shadow Hearts: From The New World,6.6,"Lindsey, Morgan and Myers"
Mega Man Powered Up,9.4,Kennedy PLC
CSI: 3 Dimensions of Murder,6.5,Garcia and Sons
Barbarian,8.8,Morris-Mercado
QuickSpot,7.6,Anderson-Haynes
Deception IV: Blood Ties,6.7,Watson Inc
Tennis no Oji-Sama: Aim at The Victory!,6.0,Smith Inc
"Lunar 2: Eternal Blue(sales, but wrong system)",7.7,Glover-Jackson
Where the Wild Things Are,8.1,Deleon Inc
Pipe Dreams 3D,6.7,"Bates, Parker and Floyd"
Derby Stallion Gold,9.7,Porter PLC
Adventure Time: Explore the Dungeon Because I Don't Know!,5.3,Mills-Hughes
Lost Dimension,7.5,Thomas-Green
Fox Sports Golf '99,5.6,Collins Ltd
Power Rangers: Super Legends,8.3,"Garcia, Keller and Gardner"
Sakura Wars GB,5.9,"Shaw, Gonzalez and Choi"
Shining Force CD,5.3,Medina-Valentine
Rayman 3,7.8,"Mercado, Tucker and Lawrence"
Fatal Frame,5.6,"Ellis, Herman and Henry"
The Fifth Element,5.3,Young PLC
Fast Food Panic,8.2,"Robinson, Williams and Cook"
Diner Dash: Flo on the Go,7.1,"Bradshaw, Massey and Mcdaniel"
Adrenalin Misfits,6.2,"Ingram, Watkins and Osborne"
Okaeri! Chibi-Robo! Happy Richie Oosouji,5.7,Rivera-Harvey
Wild ARMs 4,8.2,Robinson and Sons
Haunted House,8.5,Travis-Singh
Casper: Spirit Dimensions,6.3,Martinez PLC
Super Robot Taisen OG Saga: Endless Frontier (JP sales),9.2,Green-Pena
Sengoku Musou 3 Empires,9.2,Mills PLC
Dream Pinball 3D,5.0,Love-Hernandez
Thunder Truck Rally,7.5,"Miller, Hensley and Riggs"
Klonoa: Empire of Dreams,7.3,Bell-Ford
Dragon Age: Origins - Ultimate Edition,6.3,Young-Goodwin
Balloon Pop,9.6,"Kidd, Franco and Hendrix"
Iron & Blood,5.4,Hull PLC
Asphalt: Urban GT 2,9.6,Warner Group
Second Sight,6.6,Campbell-Smith
Phantom Brave,5.8,"Osborne, Copeland and Martinez"
Just Cause,7.1,Boyd Group
ArmA II,8.7,Singh-Rodriguez
Championship Motocross 2001 featuring Ricky Carmichael,7.7,Mccullough LLC
Kenka Banchou 5: Otoko no Housoku,8.8,Dyer and Sons
Legend of the Guardians: The Owls of Ga'Hoole,9.2,"Bryant, Tran and Smith"
Doshin the Giant,5.8,Burns-Nguyen
Shrek 2 and Shark Tale 2-in-1 Pack,5.6,"Soto, Jackson and Johnson"
Star Ocean: Blue Sphere,9.5,Mendoza Ltd
Mojo!,9.3,Smith-Ritter
Destroy All Humans! Big Willy Unleashed,8.1,"Hansen, Brown and Mcintyre"
Age of Empires: Collector's Edition,8.4,Jordan and Sons
Kamen Rider Ryuki,7.0,"Villanueva, Edwards and House"
Front Mission Alternative,9.2,"Potts, Foster and Carpenter"
World Championship Poker: Howard Lederer - All In,7.7,Jennings LLC
Cave Story 3D,6.6,Dougherty and Sons
Super Dodgeball Brawlers,9.5,Sparks-Jones
Victorious Boxers: Revolution,6.7,"Galvan, Wilson and Barnes"
Record of Agarest War 2,8.5,Clark Group
SBK 2011: FIM Superbike World Championship,8.6,Phillips-Dougherty
Power Stone,9.9,"Russell, Moore and Herrera"
Jonny Moseley Mad Trix,7.8,"Freeman, Wheeler and Barker"
Uta no * Prince-Sama: Repeat,9.6,"Norris, Gomez and Navarro"
Senran Kagura Burst: Guren no Sh?jo-tachi,6.4,Castro-Baker
MTV Music Generator 3: This Is the Remix,5.0,Anthony and Sons
Cake Mania 3,8.8,"Lee, Schmidt and Smith"
.hack//Link,9.1,"Erickson, Hanna and Wallace"
Class of Heroes,6.1,James-Johnson
Yogi Bear: The Video Game,7.8,Spencer LLC
Our House Party!,7.6,Thompson-Moore
The Legend of Heroes II: Prophecy of the Moonlight Witch,6.7,Pittman-Baldwin
Cranium Kabookii,5.6,Short-Anderson
Hero's Saga Laevatein Tactics,5.8,Bryan-Gibbs
TRINITY: Souls of Zill O'll,7.1,Wise Group
Mary-Kate and Ashley: Winners Circle,7.5,Flores LLC
PaRappa The Rapper 2,6.5,Garza-Taylor
Hexyz Force,5.9,"Stewart, Lucero and Parks"
OutRun 2,8.9,Becker and Sons
Soukaigi,6.7,Prince Group
Naruto Shippuden: Ninja Destiny 3,7.6,"Williams, Walsh and Walls"
Xevious 3D/G+,9.9,Weaver-Taylor
Pipe Mania,6.3,Price and Sons
Gretzky NHL 06,8.6,George-Garcia
Shonen Jump's Shaman King: Master of Spirits,7.2,"Long, Thomas and Johnson"
PANGYA: Fantasy Golf,8.0,Tucker LLC
Sumikko Gurashi: Omise Hajimerundesu,5.9,Goodman LLC
Pirates: The Legend of Black Kat,5.8,"Jackson, James and Murillo"
Fur Fighters: Viggo's Revenge,7.0,"Cole, Le and Kane"
Krull,9.4,Poole-Adams
Yu-Gi-Oh! Monster Capture GB,8.8,"Caldwell, Irwin and Simpson"
The Da Vinci Code,7.3,"George, Leblanc and Hutchinson"
Mr. Driller: Drill Spirits,5.7,Kennedy-Murphy
Arctic Tale,6.1,Kim PLC
Anno 1701: Dawn of Discovery,6.5,Fuentes-Patterson
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,6.1,Hamilton-Santana
Naruto RPG 2: Chidori vs Rasengan,7.1,Moore-Morris
Destruction Derby Raw,7.3,Ellison-Williams
Project V6,9.4,Novak-Arias
Farming Simulator 2012,7.9,"Lin, Wade and Mckenzie"
NFL Head Coach 09,8.5,Collins LLC
World Tour Soccer 2003,6.9,"Estrada, Lopez and Graham"
Akiba's Trip,9.5,"Cook, Copeland and Cisneros"
Bravo Air Race,8.8,Johnson-Cooke
Onimusha Essentials,7.8,Wiley-Kim
Gundam: The Battle Master,7.4,Jackson-Harvey
¡Shin Chan Flipa en colores!,9.2,Smith Ltd
Eternal Poison,8.0,Thomas-Barber
Lord of the Rings: Tactics,5.7,Ramsey Group
X-Blades,7.1,"Phillips, Turner and Carrillo"
Gungrave: Overdose,5.6,Martin-Gonzalez
Kidou Senshi Gundam: Shin Gihren no Yabou,6.5,"Hale, Montoya and Jones"
Your Shape: Fitness Evolved 2013,6.0,"Skinner, Francis and Bishop"
My Fitness Coach: Club,9.2,"Garcia, Ramirez and Sexton"
NBA ShootOut 2002,9.1,Hurley Ltd
SingStar Vol. 3,7.0,"Hall, Vazquez and Johnson"
The Granstream Saga,7.7,Miller-Kemp
Scene It? Bright Lights! Big Screen!,8.6,"Rubio, Roy and Pennington"
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",7.7,"Li, Gray and Welch"
Micro Machines 64 Turbo,9.7,Farley-Moses
Bassmasters 2000,8.8,Garza Inc
Bio FREAKS,9.9,Hardy-Pierce
Eternal Eyes,6.9,Oconnor Group
Fate/Unlimited Codes,6.7,"Robertson, Deleon and Hernandez"
Atari's Greatest Hits: Volume 1,9.9,Allen Group
The Operative: No One Lives Forever,8.3,"Lester, Riggs and Patrick"
Epidemic,5.2,Clark PLC
Buck Fever,8.6,Mills PLC
NCAA Basketball Final Four 97,6.9,Ochoa Group
Ecco the Dolphin: Defender of the Future,8.5,Miller and Sons
The Bombing Islands,9.1,Coleman-Strickland
Earth Defense Force 2: Invaders from Planet Space,8.9,Mcdonald-Mccoy
Gyakuten Saiban 2,6.2,Cruz PLC
Micro Machines,8.7,Clements-Dunn
Detective Barbie: The Mystery Cruise,5.1,"Martinez, Lopez and Wilson"
Jim Henson's the Muppets: On With the Show!,7.5,"Franklin, Ruiz and Manning"
Desire,7.6,"Robertson, White and Boyer"
Valhalla Knights: Eldar Saga,6.7,"Baker, Adams and Porter"
Lips: I Love The 80s,7.2,"Martin, Ruiz and Allen"
Monster Hunter Diary: Poka Poka Airou Village DX,5.5,Park PLC
Frank Thomas Big Hurt Baseball,8.0,"Deleon, Evans and Ford"
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,7.2,Gonzalez-Gray
Power Pro Kun Pocket 8,9.7,Ortega Group
Enclave,7.2,"Odom, Cline and Tanner"
Pro Yaky? Spirits 2014,6.5,"Vaughn, Zhang and Edwards"
Dino Crisis 3,5.5,Stone-Reyes
Syberia,9.2,Mccall-Martin
Zoobles! Spring to Life!,6.2,"Padilla, Decker and Robertson"
The King of Fighters '94 (CD),5.1,Murphy-Gonzalez
Master Jin Jin's IQ Challenge,8.6,Woods-Wilson
Barbie Explorer,8.9,"Schultz, Thompson and Grant"
Power Gig: Rise of the SixString,9.4,Ingram-Meyer
Agile Warrior F-111X,8.1,"Beck, Valencia and Moreno"
NCIS,9.9,"Davis, Hanna and Sosa"
Jikkyou Powerful Pro Yakyuu Wii,6.7,Lee-Hernandez
Reality Fighters,5.4,"Hill, Avery and Moreno"
Dynasty Warriors 7: Empires,5.9,Sanchez-Rubio
Cabela's African Safari,5.2,Gilbert-Tyler
Ben 10 Galactic Racing,8.4,Lee Group
Super Puzzle Fighter II Turbo,5.0,Todd-Sanchez
Ninjatown,8.6,Holloway-Gibson
Star Wars: Jedi Power Battles,7.9,"Hughes, Chavez and Martin"
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,6.2,White-Adams
Hard Rock Casino,8.0,Mclaughlin-Mitchell
Space Venus starring Morning Musume,8.2,Mcdonald Group
To Heart,7.4,"Hendricks, Jimenez and Powers"
Wild ARMs XF,7.7,Henry-Fitzpatrick
Doukyuusei,6.6,Lane Inc
RockMan & Forte,6.0,Burgess LLC
Persona 4: Arena Ultimax,7.5,Hall Ltd
Science Papa,5.5,"Nichols, Gardner and Bell"
Yu-Gi-Oh! Nightmare Troubadour (JP sales),8.0,Johnson-Williams
MySims Collection,7.6,Drake-Chapman
Cities: Skylines,8.3,Ochoa PLC
Ape Escape Academy (jp sales),6.1,Baker Inc
FIFA 06 Soccer,8.7,Griffin-Lynch
Pro Yakyuu Netsu Star 2006,7.5,Hodges Inc
The History Channel: Civil War - A Nation Divided,5.7,Wright-Black
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,5.0,Johnson-Anderson
Cyber Sled,7.2,"Harris, Miller and Anderson"
Puyo Puyo!! 20th Anniversary,8.9,"Shannon, Diaz and Herman"
Famista Returns,9.9,Smith and Sons
Bust-A-Move Deluxe,9.4,Watson-Gomez
I Spy: Universe,9.3,"Haynes, Miller and Gilmore"
Shining Soul,7.0,Solomon Inc
Littlest Pet Shop: Spring,7.8,Carter Inc
The Amazing Race,9.4,White and Sons
Alvin and the Chipmunks,9.8,Johnson PLC
Let's Cheer,7.6,Allen-Smith
In the Hunt,9.7,Phillips PLC
Daytona USA Championship Circuit Edition,7.2,Pierce LLC
BlazBlue: Chrono Phantasma Extend,5.6,Boyd Ltd
Alone in the Dark: Inferno,5.6,"Patton, Cohen and Vasquez"
Rogue Warrior,6.9,"Conner, Carter and Cole"
Fear Factor: Unleashed,9.7,"Richardson, Wagner and Navarro"
Vampire Moon: The Mystery of the Hidden Sun,9.9,"Allison, Curtis and Ray"
Paws & Claws: Pet Vet 2,6.5,"Davis, Henry and Gutierrez"
BIT.TRIP SAGA,9.2,"Osborne, Patton and Hayes"
Touch My Katamari,7.3,"Todd, Weaver and Wilson"
MotoGP '06,9.3,Long LLC
Houshinengi,5.8,Ward PLC
7th Dragon,8.9,Brooks-Dyer
Pet Pals: Animal Doctor,9.8,Armstrong LLC
LEGO Island Xtreme Stunts,7.1,Contreras-Lewis
Cruise Ship Vacation Games,7.8,"Branch, Perkins and Carter"
Yu-Gi-Oh! GX: Tag Force,5.9,"Phillips, Robinson and Torres"
Gourmet Chef: Cook Your Way to Fame,6.0,Haney-Moss
