title,publisher_name,genre_name,year
International Superstar Soccer 2000,Konami Digital Entertainment,Sports,2000
CandyLand / Chutes & Ladders / Memory,Zoo Digital Publishing,Misc,2005
The Bible Game,Crave Entertainment,Misc,2005
Drift King Shutokou Battle '94,BPS,Racing,1994
Shining Blade,Sega,Role-Playing,2012
Fairy Fencer F,Nippon Ichi Software,Role-Playing,2013
Atelier Shallie: Alchemists of the Dusk Sea,Tecmo Koei,Role-Playing,2014
The Ultimate Red Ball Challenge,Mindscape,Misc,2009
PBR: Out of the Chute,Crave Entertainment,Sports,2008
The King of Fighters Collection: The Orochi Saga,Ignition Entertainment,Fighting,2006
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,Konami Digital Entertainment,Sports,2003
Arcana Heart 3,PQube,Fighting,2011
Tekken 3D: Prime Edition,Nintendo,Fighting,2012
Deal or No Deal: The Banker is Back!,Mindscape,Misc,2008
Jillian Michaels' Fitness Adventure,505 Games,Misc,2011
State of Decay,Microsoft Game Studios,Strategy,2015
Saturday Night Speedway,Play It,Racing,2004
Langrisser III,NCS,Strategy,1996
Samurai Spirits (CD),SNK,Fighting,1994
MLB SlugFest 20-03,Midway Games,Sports,2002
Dragon Ball: Revenge of King Piccolo,Namco Bandai Games,Action,2009
Spectrobes: Origins,Disney Interactive Studios,Role-Playing,2009
Earth Defense Force: Insect Armageddon,D3Publisher,Shooter,2011
Pitfall: The Lost Expedition,Activision,Platform,2004
Rocket Power: Zero Gravity Zone,THQ,Sports,2003
Le Mans 24 Hours,Infogrames,Racing,2001
XCOM 2,Take-Two Interactive,Strategy,2016
International Cricket 2010,Codemasters,Sports,2010
ESPN MLB Baseball,Sega,Sports,2004
Neighborhood Games,THQ,Misc,2009
All Star Pro-Wrestling,SquareSoft,Fighting,2000
Way of the Samurai 4,Nippon Ichi Software,Action,2011
Harvest Moon: More Friends of Mineral Town,Ubisoft,Simulation,2003
Captain America: Super Soldier,Sega,Action,2011
NHL 17,Electronic Arts,Sports,2016
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,Namco Bandai Games,Shooter,1996
Camping Mama: Outdoor Adventures,505 Games,Simulation,2011
Kurohyou 2: Ryu ga Gotoku Ashura Hen,Sega,Action,2012
7th Dragon 2020,Sega,Role-Playing,2011
Taiko no Tatsujin: Waku Waku Anime Matsuri,Namco Bandai Games,Misc,2003
Imagine: Babyz Fashion,Ubisoft,Simulation,2009
Warriors Orochi,Tecmo Koei,Action,2008
Dead to Rights II,Electronic Arts,Shooter,2005
Super Dodge Ball Advance,Ubisoft,Sports,2001
Ogre Battle Saga Episode Five: The March of the Black Queen,ArtDink,Role-Playing,1996
Ridge Racer 6,Namco Bandai Games,Racing,2005
"Ni Hao, Kai-lan: New Year's Celebration",Take-Two Interactive,Misc,2009
Treasure World,Aspyr,Simulation,2009
Body and Brain Connection,Namco Bandai Games,Misc,2010
MDK,Interplay,Shooter,1997
Speed Punks,Sony Computer Entertainment,Racing,1998
The Legend of Heroes VII: The Trail of Blue,Falcom Corporation,Role-Playing,2011
No More Heroes: Heroes' Paradise,Konami Digital Entertainment,Action,2010
Mahjongg Mysteries: Ancient Egypt,Avanquest,Puzzle,2010
CSI: Unsolved!,Ubisoft,Adventure,2010
NCAA Final Four 2004,Sony Computer Entertainment,Sports,2003
Roadsters 99,Titus,Racing,1999
Magical Tetris Challenge,Activision,Puzzle,1997
Twisted Edge Extreme Snowboarding,Kemco,Sports,1998
Disney's Tarzan,Activision,Platform,2000
South Park Rally,Acclaim Entertainment,Racing,2000
Body Harvest,Gremlin Interactive Ltd,Shooter,1998
San Francisco Rush 2049,Midway Games,Racing,2000
Super Robot Taisen 64,Banpresto,Strategy,1999
Snowboard Kids,Atlus,Sports,1996
IHRA Drag Racing 2004,Bethesda Softworks,Racing,2003
Shining Hearts,Sega,Role-Playing,2010
Magical ZhuZhu Princess: Carriages & Castles,Activision,Simulation,2011
Code of Princess,Agatsuma Entertainment,Action,2012
The Con,Sony Computer Entertainment,Fighting,2005
Tony Hawk's Pro Skater 5,Activision,Sports,2015
Jissen Pachi-Slot Hisshouhou! Aladdin A,Sammy Corporation,Misc,2002
The Witch and the Hundred Knight,Nippon Ichi Software,Role-Playing,2013
Nobunaga no Yabou: Reppuuden,Tecmo Koei,Strategy,1999
Schlag den Raab,Namco Bandai Games,Misc,2010
Total War: Shogun 2 - Fall of the Samurai,Sega,Strategy,2012
Treasure Hunter G,SquareSoft,Role-Playing,1996
Untold Legends: Dark Kingdom,Electronic Arts,Role-Playing,2006
Wing Arms,Sega,Shooter,1994
Pro Yaky? Spirits 2013,Konami Digital Entertainment,Sports,2013
We Wish You A Merry Christmas,Destineer,Action,2009
BioShock The Collection,Take-Two Interactive,Shooter,2016
Cabela's Big Game Hunter (2008),Activision Value,Sports,2007
Grandia II,Ubisoft,Role-Playing,2000
Namco Museum Vol.4,Sony Computer Entertainment,Misc,1996
The Cheetah Girls: Passport to Stardom,Disney Interactive Studios,Misc,2008
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami Digital Entertainment,Action,2005
My Secret World by Imagine,Ubisoft,Misc,2008
Soldier of Fortune: Payback,Activision,Shooter,2007
Ridge Racer,Namco Bandai Games,Racing,2011
Bleach: The 3rd Phantom,Sega,Role-Playing,2008
Gladius,Activision,Strategy,2003
Family Feud: 2012 Edition,Ubisoft,Misc,2011
Spore Hero Arena,Electronic Arts,Simulation,2009
Pro Yaky? Spirits 2012,Konami Digital Entertainment,Sports,2012
Puzzle & Dragons X: God Chapter / Dragon Chapter,GungHo,Action,2016
Record of Agarest War,Compile Heart,Role-Playing,2008
Sid Meier's Pirates!,Take-Two Interactive,Strategy,2007
Taiko no Tatsujin: Go! Go! Godaime,Namco Bandai Games,Misc,2004
Taiko Drum Master,Namco Bandai Games,Misc,2004
Bust-A-Move 2 Arcade Edition,Acclaim Entertainment,Puzzle,1995
Tom Clancy's Splinter Cell: Essentials,Ubisoft,Shooter,2006
Tetris Worlds (Online Edition),THQ,Puzzle,2003
Armored Core 4,505 Games,Simulation,2006
Forgotten Realms: Demon Stone,Atari,Action,2004
Super Baseball Simulator 1.000,Culture Brain,Sports,1991
Go Play: Lumberjacks,Majesco Entertainment,Simulation,2009
Looney Tunes: Space Race,Infogrames,Racing,2002
Puzzle Challenge: Crosswords and More!,Crave Entertainment,Puzzle,2006
NASCAR Unleashed,Activision,Racing,2011
Backyard Hockey,Atari,Sports,2003
Playboy: The Mansion,Ubisoft,Simulation,2005
Shiren the Wanderer,Sega,Role-Playing,2008
Ore no Shikabane o Koete Yuke,Sony Computer Entertainment,Role-Playing,2011
Shaman King: Spirit of Shamans,Namco Bandai Games,Action,2002
The Fairly Odd Parents: Enter the Cleft,THQ,Platform,2002
MC Groovz Dance Craze,Mad Catz,Misc,2004
Tom and Jerry in House Trap,Ubisoft,Action,2000
101-in-1 Explosive Megamix,Nordcurrent,Puzzle,2008
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Shogakukan,Misc,2006
Baldur's Gate: Dark Alliance,Virgin Interactive,Role-Playing,2002
Family Guy,Take-Two Interactive,Action,2006
UFC: Tapout,Crave Entertainment,Fighting,2002
Aikatsu! Cinderella Lesson,Namco Bandai Games,Role-Playing,2012
Mega Man Legacy Collection,Capcom,Platform,2016
Predator: Concrete Jungle,Vivendi Games,Action,2005
Beyblade: Metal Fusion - Battle Fortress,Konami Digital Entertainment,Action,2009
Big Mutha Truckers 2,Xplosiv,Racing,2005
Shutter Island,Merscom LLC,Adventure,2009
Demon Gaze,Nippon Ichi Software,Role-Playing,2013
Zombie Army Trilogy,Rebellion Developments,Shooter,2015
NHL FaceOff 2001,Sony Computer Entertainment,Sports,2001
Mana Khemia 2: Fall of Alchemy,Gust,Role-Playing,2008
The Great Escape,SCi,Action,2003
Dexter's Lab Chess Challenge,BAM! Entertainment,Misc,2002
Nostalgia,Tecmo Koei,Role-Playing,2008
Iron Chef America: Supreme Cuisine,Destineer,Simulation,2008
Arcade Shooting Gallery,Zoo Games,Shooter,2008
The Rise of the Argonauts,Codemasters,Role-Playing,2008
ESA Foundation Compilation,Sony Computer Entertainment,Misc,2005
The King of Fighters XI,Ignition Entertainment,Fighting,2006
Ninja Gaiden 3,Nintendo,Action,2012
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Namco Bandai Games,Fighting,1996
Bound By Flame,Focus Home Interactive,Role-Playing,2014
Conflict: Denied Ops,Eidos Interactive,Shooter,2008
Saw II: Flesh & Blood,Konami Digital Entertainment,Action,2010
Sniper Elite,Ubisoft,Shooter,2005
Arc Rise Fantasia,Marvelous Interactive,Role-Playing,2009
"Ni Hao, Kai-lan: Super Game Day",Take-Two Interactive,Misc,2009
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,Sega,Action,2005
Petz Pony: Beauty Pageant,Ubisoft,Simulation,2009
Parlor! Mini 4,Nippon Telenet,Misc,1996
Breath of Fire II,Ubisoft,Role-Playing,2001
The Spiderwick Chronicles,Vivendi Games,Action,2008
Danganronpa 2: Goodbye Despair,Spike,Misc,2012
Steins;Gate,Kadokawa Shoten,Adventure,2011
Enchanted Arms,Ubisoft,Role-Playing,2006
Dinotopia: The Timestone Pirates,TDK Core,Action,2002
Power Pro Kun Pocket 12,Konami Digital Entertainment,Sports,2009
J-League Jikkyou Winning Eleven 3,Konami Digital Entertainment,Sports,1997
The Sims 4: Get Together,Electronic Arts,Simulation,2015
Jissen Pachi-Slot Hisshouhou,Sammy Corporation,Misc,1993
Pac-Man & Galaga Dimensions,Namco Bandai Games,Misc,2011
Quantum Theory,Tecmo Koei,Shooter,2010
Manhunt,Take-Two Interactive,Action,2004
NCAA Final Four 2003,Sony Computer Entertainment,Sports,2002
Air Conflicts: Secret Wars,bitComposer Games,Simulation,2011
Rio,THQ,Misc,2011
Dream Salon,Zoo Digital Publishing,Misc,2009
Scene It? Twilight,Konami Digital Entertainment,Misc,2010
Disgaea DS,Square Enix,Role-Playing,2008
Space Invaders Extreme 2,Square Enix,Shooter,2009
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,Capcom,Action,2015
Mystery Tales of Time Travel,Foreign Media Games,Puzzle,2010
J-League Excite Stage '96,Epoch,Sports,1996
Risen,Deep Silver,Role-Playing,2009
Hidden Mysteries: Vampire Secrets,Astragon,Adventure,2010
New Love Plus,Konami Digital Entertainment,Simulation,2012
Final Fantasy XI,Square Enix,Role-Playing,2006
Breath of Fire: Dragon Quarter,Capcom,Role-Playing,2002
Jikkyou J-League Perfect Striker,Konami Digital Entertainment,Sports,1996
Super Robot Taisen: Scramble Commander,Banpresto,Strategy,2003
Re-Volt,Acclaim Entertainment,Racing,1998
Conception II: Children of the Seven Stars,Screenlife,Role-Playing,2013
Descent,Interplay,Shooter,1996
DanceMasters,Konami Digital Entertainment,Misc,2010
Disney's Magical Mirror Starring Mickey Mouse,Nintendo,Adventure,2002
Jeep Thrills,Zoo Digital Publishing,Racing,2008
FaceBreaker,Electronic Arts,Fighting,2008
Might & Magic: Clash of Heroes,Ubisoft,Role-Playing,2009
IHRA Professional Drag Racing 2005,Bethesda Softworks,Racing,2004
Mace Griffin: Bounty Hunter,Electronic Arts,Shooter,2003
Story of Seasons: Good Friends of the Three Villages,Marvelous Interactive,Simulation,2016
Chaotic: Shadow Warriors,Activision,Action,2009
Trivial Pursuit unhinged,Atari,Misc,2004
Tales of the World: Narikiri Dungeon 2,Namco Bandai Games,Role-Playing,2002
Aliens versus Predator: Extinction,Electronic Arts,Strategy,2003
Plants vs. Zombies,PopCap Games,Strategy,2011
Silent Scope 2: Dark Silhouette,Konami Digital Entertainment,Shooter,2001
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,Konami Digital Entertainment,Sports,1996
Tokimeki Memorial Girl's Side 3rd Story,Konami Digital Entertainment,Adventure,2010
NHL Hitz Pro,Midway Games,Sports,2003
Allied General,SSI,Strategy,1996
Fire ProWrestling G,Human Entertainment,Fighting,1999
Kamen Rider: Battride War,Namco Bandai Games,Action,2013
Armored Core: For Answer,Ubisoft,Simulation,2008
Mahjong: Journey Quest for Tikal,Rondomedia,Puzzle,2008
uDraw Studio: Instant Artist,THQ,Misc,2011
Naruto: Ninja Destiny,Namco Bandai Games,Fighting,2006
GunGriffon,Sega,Simulation,1995
SingStar Pop Vol.2,Sony Computer Entertainment,Misc,2008
SNK Arcade Classics Vol. 1,Ignition Entertainment,Misc,2008
Darkstalkers 3,Capcom,Fighting,1998
SpongeBob's Surf & Skate Roadtrip,THQ,Action,2011
Frequency,Sony Computer Entertainment,Misc,2001
Death Jr.,Konami Digital Entertainment,Platform,2005
Inazuma Eleven Strikers 2012 Xtreme,Level 5,Role-Playing,2011
Kan Colle Kai,Kadokawa Games,Action,2016
SpongeBob SquigglePants 3D,THQ,Misc,2011
Jampack: Summer 2003 (RP-T),Sony Computer Entertainment,Misc,2003
Monster 4x4: Stunt Racer,Ubisoft,Racing,2009
Frogger's Adventures 2: The Lost Wand,Konami Digital Entertainment,Adventure,2002
Sudeki,Microsoft Game Studios,Role-Playing,2004
Rango: The Video Game,Electronic Arts,Action,2011
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",Sony Computer Entertainment,Adventure,2009
Hyperdevotion Noire: Goddess Black Heart,Idea Factory,Role-Playing,2014
Hexen,GT Interactive,Shooter,1996
Mace: The Dark Age,GT Interactive,Fighting,1997
AeroFighters Assault,Video System,Action,1997
Puyo Puyo Sun 64,Compile,Puzzle,1997
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Imagineer,Sports,1996
Quake,GT Interactive,Shooter,1998
Sesame Street: Elmo's Number Journey,NewKidCo,Misc,1999
Disney Magic World 2,Nintendo,Action,2015
Squeeballs Party,Performance Designed Products,Puzzle,2009
Tottadoo! Yoiko no Mujintou Seikatsu,Namco Bandai Games,Adventure,2008
Family Game Night 4: The Game Show,Electronic Arts,Misc,2011
Fighter Within,Ubisoft,Fighting,2013
SSX Tricky,Electronic Arts,Sports,2002
Kenka Banchou 4: Ichinen Sensou,Spike,Action,2010
Warhammer: Shadow of the Horned Rat,Mindscape,Strategy,1996
Pro Yakyuu Team o Tsukurou!,Sega,Sports,2008
Warriors: Legends of Troy,Tecmo Koei,Action,2011
ESPN International Track & Field,Konami Digital Entertainment,Sports,2000
Lunar Legend,Media Rings,Role-Playing,2002
Conflict: Global Terror,Eidos Interactive,Shooter,2005
Valhalla Knights 3,Xseed Games,Role-Playing,2013
Tamagotchi Party On!,Namco Bandai Games,Misc,2006
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,D3Publisher,Misc,2006
Shaun White Skateboarding,Ubisoft,Sports,2010
The Heavy Rain and Beyond: Two Souls Collection,Sony Computer Entertainment,Action,2016
Gungrave,Activision,Shooter,2002
Phantasy Star Universe,Sega,Role-Playing,2006
Transworld Surf,Atari,Sports,2002
God Eater Resurrection,Namco Bandai Games,Action,2015
Tenchu: Fatal Shadows,Sega,Action,2004
Active Health with Carol Vorderman,Nintendo,Sports,2009
Escape The Museum,Astragon,Adventure,2010
International Soccer,Mattel Interactive,Sports,1981
Sing4: The Hits Edition,Crave Entertainment,Misc,2011
Jewel Master: Cradle of Athena,Storm City Games,Puzzle,2010
Princess Maker: Yumemiru Yosei,Sony Computer Entertainment,Strategy,1997
Big Air,Accolade,Sports,1999
Shining Force II,Sega,Strategy,1993
Gallop Racer,Tecmo Koei,Sports,1999
Sudoku Gridmaster (JP sales),Nintendo,Puzzle,2006
Dynasty Warriors Gundam,Namco Bandai Games,Action,2007
Taiko no Tatsujin: Wii U Version!,Namco Bandai Games,Misc,2013
College Slam,Acclaim Entertainment,Sports,1995
Arcania: Gothic 4,JoWood Productions,Role-Playing,2010
Mushroom Men: The Spore Wars,SouthPeak Games,Action,2008
Zumba Fitness Rush,505 Games,Sports,2012
Pro Yaky? Spirits 4,Konami Digital Entertainment,Sports,2007
SoulCalibur Legends,Namco Bandai Games,Action,2007
Daigasso! Band Brothers,Nintendo,Misc,2004
Rise of the Kasai,Sony Computer Entertainment,Action,2005
Thoroughbred Breeder,Hect,Simulation,1993
Momotarou Dentetsu World,Hudson Soft,Misc,2010
Nobunaga no Yabou: Souzou,Tecmo Koei,Strategy,2013
Doctor Who: Return to Earth,Asylum Entertainment,Adventure,2010
The Munchables,Namco Bandai Games,Action,2009
We Dance,Nordic Games,Misc,2011
Chibi-Robo! Park Patrol,Unknown,Adventure,2007
Singstar: Ultimate Party,Sony Computer Entertainment Europe,Misc,2014
Mathews Bowhunting,Zoo Games,Sports,2010
3rd Super Robot Wars Z: Tengoku-Hen,Namco Bandai Games,Action,2015
One Piece: Unlimited Adventure,Namco Bandai Games,Adventure,2007
Remington Super Slam Hunting: North America,Mastiff,Sports,2010
Crash & Spyro Superpack,Vivendi Games,Platform,2005
Face Training,Nintendo,Misc,2007
ThunderStrike 2,Core Design Ltd.,Simulation,1994
Disney's Meet the Robinsons,Disney Interactive Studios,Action,2007
Kuma-Tomo,Namco Bandai Games,Misc,2013
Super Real Mahjong P V,Seta Corporation,Misc,1995
Penguin no Mondai X: Tenkuu no 7 Senshi,Konami Digital Entertainment,Action,2009
The Scorpion King: Sword of Osiris,Vivendi Games,Action,2002
Bubsy 3D,Accolade,Platform,1996
Reel Fishing Paradise 3D,Marvelous Interactive,Sports,2011
NCAA Final Four 2001,Sony Computer Entertainment,Sports,2000
Farmtopia,505 Games,Simulation,2010
Robin Hood: Defender of the Crown,Capcom,Strategy,2003
SD Gundam GX,Namco Bandai Games,Strategy,1994
R-Type Final,Metro 3D,Shooter,2003
Jackie Chan Adventures: Legend of the Dark Hand,Activision,Action,2001
MotoGP,Capcom,Racing,2009
Sega GT 2002,Sega,Racing,2002
Ty the Tasmanian Tiger 3: Night of the Quinkan,Activision,Action,2005
Samurai Warriors 2: Empires,Tecmo Koei,Action,2006
Jurassic: The Hunted,Activision,Shooter,2009
J-League Pro Soccer Club o Tsukurou! 5,Sega,Sports,2007
Dance Central: Spotlight,Microsoft Game Studios,Misc,2014
Little Battlers eXperience W,Level 5,Role-Playing,2012
Magical Starsign (US sales),Nintendo,Role-Playing,2006
Hot Wheels: Battle Force 5,Activision,Racing,2009
Dragon Blade: Wrath of Fire,D3Publisher,Action,2007
La Pucelle: Tactics,Tecmo Koei,Role-Playing,2002
Phantasy Star Nova,Sega,Role-Playing,2014
Samurai Warriors: State of War,Tecmo Koei,Action,2005
Call of Juarez,Ubisoft,Shooter,2007
Star Wars: The Clone Wars & Tetris Worlds,Microsoft Game Studios,Misc,2002
The Bee Game,Midway Games,Adventure,2007
EverQuest Online Adventures: Frontiers,Sony Online Entertainment,Role-Playing,2003
NBA Ballers: Chosen One,Midway Games,Sports,2008
Treasures of the Deep,Namco Bandai Games,Action,1997
Phantasy Star Online Ver. 2,Sega,Role-Playing,2001
EyePet & Friends,Sony Computer Entertainment,Simulation,2011
The Lord of the Rings: War in the North,Warner Bros. Interactive Entertainment,Action,2011
Fight Club,Vivendi Games,Fighting,2004
Hello Kitty: Birthday Adventures,Namco Bandai Games,Adventure,2010
Syndicate,Electronic Arts,Shooter,2012
Dance Dance Revolution: Disney Grooves,Konami Digital Entertainment,Simulation,2009
Harvest Moon: A Wonderful Life Special Edition,505 Games,Simulation,2004
Sports Illustrated for Kids: Football,BAM! Entertainment,Sports,2003
Happy Cooking,Ubisoft,Simulation,2006
.hack//Quarantine Part 4: The Final Chapter,Atari,Role-Playing,2003
Close Combat: First to Fight,Take-Two Interactive,Shooter,2005
MotoGP 14,Milestone S.r.l.,Racing,2014
Indiana Jones and the Emperor's Tomb,LucasArts,Action,2003
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,Action,2003
Half-Minute Hero,Rising Star Games,Role-Playing,2009
Reel Fishing II,Victor Interactive,Sports,2000
Ringling Bros. and Barnum & Bailey Circus,Take-Two Interactive,Action,2009
The Walking Dead: Season One,Square Enix,Adventure,2013
Dead or Alive,Tecmo Koei,Fighting,1997
Driving Emotion Type-S,Electronic Arts,Racing,2000
Siren,Sony Computer Entertainment,Adventure,2003
Naruto Shippuden: Dragon Blade Chronicles,505 Games,Action,2009
Dynasty Warriors 8: Empires,Tecmo Koei,Action,2014
Super Robot Taisen J,Banpresto,Strategy,2005
Nep League DS,Jaleco,Sports,2007
Ar tonelico 2: Melody of Metafalica,Nippon Ichi Software,Role-Playing,2007
Lips: Party Classics,Microsoft Game Studios,Misc,2010
Casper: Friends Around the World,TDK Core,Action,2000
Jurassic Park III: Island Attack,Konami Digital Entertainment,Adventure,2001
GameBoy Wars,Nintendo,Strategy,1991
Amplitude,Sony Computer Entertainment,Misc,2003
Company of Heroes: Anthology,THQ,Strategy,2009
Shape Up,Ubisoft,Misc,2014
AirForce Delta Storm,Konami Digital Entertainment,Shooter,2001
Fear Effect 2: Retro Helix,Eidos Interactive,Action,2001
International Superstar Soccer 2000 (JP weekly sales),Konami Digital Entertainment,Sports,1999
Chocobo no Fushigi Dungeon for WonderSwan,Namco Bandai Games,Role-Playing,1999
Klonoa: Door to Phantomile,Sony Computer Entertainment,Platform,1997
Vietcong: Purple Haze,Gathering of Developers,Shooter,2004
